Cluster	Motif 1	Motif 2	Number of genes in cluster with both motifs	Total number of genes with both motifs	Number of genes in cluster	Raw p-value	Adjusted p-value (BH)	Adjusted p-value (Bonf)	Adjusted p-value (Global Bonf)	Genes
pericycle	KAN1	RRTF1	8	798	451	0.962941	0.962941	1	1	AT1G02220;AT1G24575;AT1G31050;AT2G24940;AT3G18280;AT4G25434;AT4G25490;AT4G36060;
pericycle	KAN1	RRTF1_2	7	779	451	0.979565	0.979565	1	1	AT1G02220;AT1G31050;AT2G24940;AT3G14990;AT3G18280;AT4G14580;AT4G36060;
pericycle	KAN1	RRTF1_3ARY	8	783	451	0.957312	0.957312	1	1	AT1G31050;AT2G24940;AT3G14990;AT3G18280;AT4G14580;AT4G25490;AT4G36060;AT4G39770;
pericycle	KAN1	RVE1	6	510	451	0.866767	0.866767	1	1	AT1G07240;AT1G14720;AT1G55740;AT4G25490;AT5G25620;AT5G48480;
pericycle	KAN1	RVE1_2	10	445	451	0.227255	0.64355	1	1	AT1G14720;AT1G15550;AT1G55740;AT1G62710;AT2G18196;AT3G01260;AT3G20015;AT3G44260;AT4G37650;AT5G63160;
pericycle	KAN1	SPL1	15	867	451	0.507621	0.64355	1	1	AT1G02220;AT1G15550;AT1G61820;AT1G64610;AT1G71880;AT1G73660;AT2G17820;AT2G20100;AT2G40460;AT2G42600;AT3G63110;AT4G08290;AT4G25434;AT4G25490;AT5G56760;
pericycle	KAN1	SPL1_2	18	882	451	0.244846	0.64355	1	1	AT1G15550;AT1G55740;AT1G64610;AT1G72810;AT2G17820;AT2G20100;AT2G40460;AT2G42600;AT2G45210;AT3G11930;AT3G21600;AT3G63110;AT4G08290;AT4G13235;AT4G25434;AT4G25490;AT5G14200;AT5G56760;
pericycle	KAN1	SPL7	17	803	451	0.20878	0.626341	1	1	AT1G02220;AT1G11080;AT1G15550;AT1G31050;AT1G64610;AT1G71692;AT2G42600;AT3G14990;AT3G20015;AT4G08290;AT4G13235;AT4G25434;AT4G25490;AT5G04370;AT5G14200;AT5G37990;AT5G48480;
pericycle	KAN1	STY1	12	911	451	0.851221	0.851221	1	1	AT1G72810;AT1G73600;AT2G20100;AT2G30540;AT2G45210;AT3G29240;AT4G25434;AT5G01740;AT5G04340;AT5G10210;AT5G27690;AT5G63160;
pericycle	KAN1	STY1_2	17	895	451	0.353002	0.64355	1	1	AT1G11080;AT1G24575;AT1G31050;AT1G71692;AT2G30540;AT2G38800;AT2G40390;AT3G01260;AT3G16340;AT3G62700;AT4G25434;AT4G36410;AT4G39320;AT5G01740;AT5G04340;AT5G27690;AT5G43380;
pericycle	KAN1	TCP15	13	808	451	0.617801	0.64355	1	1	AT1G07590;AT1G24575;AT1G55740;AT2G39510;AT2G47400;AT3G18280;AT4G25434;AT4G25490;AT4G36060;AT4G39770;AT5G14200;AT5G14880;AT5G37990;
pericycle	KAN1	TCP16	19	776	451	0.0723823	0.434294	1	1	AT1G24575;AT1G31050;AT1G55740;AT1G64700;AT2G39510;AT2G40900;AT2G42600;AT2G47400;AT3G21600;AT3G29240;AT4G25490;AT4G36060;AT4G39770;AT5G04340;AT5G14200;AT5G14880;AT5G24660;AT5G37990;AT5G63160;
pericycle	KAN1	TCP23	15	808	451	0.399287	0.64355	1	1	AT1G07240;AT1G07590;AT1G24575;AT1G55740;AT2G30540;AT2G47400;AT3G18280;AT3G25560;AT4G25434;AT4G25490;AT4G36060;AT4G39770;AT5G14200;AT5G14880;AT5G37990;
pericycle	KAN1	TGA2	14	865	451	0.610692	0.64355	1	1	AT1G73660;AT2G20100;AT2G37760;AT2G40900;AT3G14990;AT3G20015;AT3G21600;AT3G53980;AT3G62700;AT4G11320;AT4G25434;AT5G04370;AT5G14200;AT5G48480;
pericycle	KAN1	TGA2_2	17	803	451	0.20878	0.626341	1	1	AT1G07590;AT1G11080;AT1G55740;AT1G71692;AT2G24940;AT2G40900;AT3G14990;AT3G20015;AT3G29240;AT4G11320;AT4G19810;AT4G25434;AT4G25490;AT4G37790;AT4G39320;AT5G10180;AT5G43380;
pericycle	KAN1	TOE1	17	858	451	0.291903	0.64355	1	1	AT1G02640;AT1G12200;AT1G55740;AT1G64610;AT1G64700;AT2G40460;AT2G45210;AT2G47400;AT3G62700;AT4G25434;AT4G36060;AT4G39770;AT5G01740;AT5G04370;AT5G14200;AT5G48480;AT5G56760;
pericycle	KAN1	TOE1_2	13	770	451	0.547945	0.64355	1	1	AT1G11080;AT1G24575;AT1G71692;AT2G20100;AT2G37760;AT4G08290;AT4G25490;AT4G36060;AT5G04340;AT5G27690;AT5G45350;AT5G49660;AT5G56760;
pericycle	KAN1	TOE1_3ARY	8	747	451	0.940585	0.940585	1	1	AT1G02220;AT1G14720;AT1G73660;AT2G45210;AT3G11930;AT3G29240;AT5G04340;AT5G45350;
pericycle	KAN1	TOE2	15	842	451	0.461925	0.64355	1	1	AT1G02640;AT1G12200;AT1G55740;AT1G64610;AT2G20100;AT2G40460;AT2G47400;AT3G62700;AT3G63110;AT4G25434;AT4G39770;AT5G01740;AT5G04370;AT5G14200;AT5G48480;
pericycle	KAN1	TOE2_2	14	750	451	0.397281	0.64355	1	1	AT1G11080;AT1G24575;AT1G71692;AT2G20100;AT2G37760;AT2G47400;AT4G01430;AT5G04340;AT5G10210;AT5G27690;AT5G37990;AT5G45350;AT5G49660;AT5G56760;
pericycle	KAN1	TOE2_3ARY	8	850	451	0.97765	0.97765	1	1	AT1G07640;AT1G14720;AT1G55740;AT1G72810;AT3G11930;AT4G14580;AT5G04340;AT5G45350;
pericycle	KAN1	WOX13	17	847	451	0.274424	0.64355	1	1	AT1G02220;AT1G07590;AT1G12200;AT1G31050;AT1G71692;AT1G73660;AT2G30540;AT2G36120;AT2G40900;AT2G45210;AT3G25560;AT3G56240;AT3G62700;AT4G19810;AT4G39770;AT5G01740;AT5G45350;
pericycle	KAN1	WOX13_2	17	893	451	0.349626	0.64355	1	1	AT1G12200;AT1G32450;AT1G62710;AT1G73660;AT2G18196;AT2G20100;AT2G24940;AT2G38800;AT2G40390;AT3G32980;AT4G01430;AT4G14580;AT4G37790;AT5G24660;AT5G25620;AT5G42030;AT5G54660;
pericycle	KAN1	WRKY12	7	836	451	0.988883	0.988883	1	1	AT1G07590;AT1G24575;AT1G31050;AT2G42600;AT3G16340;AT3G18280;AT4G37790;
pericycle	KAN1	WRKY18	6	838	451	0.995953	0.995953	1	1	AT1G24575;AT1G31050;AT2G40460;AT2G42600;AT3G44260;AT3G56240;
pericycle	KAN1	WRKY38	8	844	451	0.976279	0.976279	1	1	AT1G02220;AT1G07240;AT1G07590;AT1G24575;AT2G42600;AT3G16340;AT3G18280;AT4G37790;
pericycle	KAN1	WRKY45	7	825	451	0.987472	0.987472	1	1	AT1G07240;AT1G07590;AT2G46660;AT3G16340;AT3G18280;AT4G25490;AT4G37790;
pericycle	KAN1	YAB1	21	858	451	0.0614585	0.430089	1	1	AT1G07240;AT1G31050;AT1G55740;AT1G61820;AT1G71692;AT1G71880;AT2G18196;AT2G24940;AT2G39510;AT2G46660;AT2G47400;AT3G11930;AT3G15353;AT3G44260;AT3G54720;AT3G61210;AT4G37790;AT4G39770;AT5G10180;AT5G14200;AT5G63160;
pericycle	KAN1	YAB5	12	850	451	0.781408	0.781408	1	1	AT1G02220;AT1G55740;AT1G61820;AT1G73600;AT2G40390;AT3G01260;AT3G11930;AT3G15353;AT3G18280;AT4G19810;AT5G10210;AT5G48480;
pericycle	KAN1	ZAT14	17	822	451	0.236208	0.64355	1	1	AT1G02640;AT1G12200;AT1G61820;AT2G17820;AT2G18196;AT2G40390;AT2G42600;AT3G01260;AT3G15353;AT3G18280;AT3G21600;AT4G13235;AT4G19810;AT5G27690;AT5G45350;AT5G54660;AT5G63160;
pericycle	KAN1	ZAT18	19	831	451	0.118202	0.537367	1	1	AT1G11080;AT1G24575;AT1G61820;AT1G62710;AT2G18196;AT2G37760;AT2G40900;AT2G42600;AT2G45210;AT3G01260;AT3G15353;AT3G18280;AT3G21600;AT4G13235;AT4G19810;AT5G01740;AT5G04340;AT5G14200;AT5G63160;
pericycle	KAN1	ZAT2	8	817	451	0.969108	0.969108	1	1	AT1G07590;AT1G11080;AT2G39510;AT2G40390;AT2G46660;AT3G01260;AT4G25434;AT5G37990;
pericycle	KAN1	ZAT6	22	865	451	0.0403145	0.346278	1	1	AT1G14720;AT1G32450;AT1G44800;AT1G49470;AT1G71692;AT1G72810;AT2G17820;AT2G36120;AT2G38800;AT2G40900;AT2G45210;AT3G01260;AT3G14990;AT3G16340;AT3G44260;AT3G53980;AT5G01740;AT5G04370;AT5G14880;AT5G37990;AT5G54660;AT5G56760;
pericycle	KAN4	KAN4_2	0	19	451	0.279434	0.64355	1	1	
pericycle	KAN4	LBD16	6	882	451	0.997629	0.997629	1	1	AT1G73660;AT1G77760;AT3G51820;AT5G37990;AT5G54130;AT5G62770;
pericycle	KAN4	MYB111	15	851	451	0.47845	0.64355	1	1	AT1G18880;AT1G33700;AT1G67110;AT1G77760;AT2G33770;AT2G35290;AT3G01420;AT3G19710;AT3G44820;AT3G51820;AT4G37650;AT4G39950;AT5G04340;AT5G35732;AT5G60580;
pericycle	KAN4	MYB111_2	19	782	451	0.0766844	0.460106	1	1	AT1G19570;AT1G33700;AT1G67110;AT1G73600;AT1G75540;AT1G77760;AT2G33770;AT2G35290;AT3G14990;AT3G19710;AT3G51820;AT3G53980;AT3G62700;AT4G25434;AT4G37650;AT4G39950;AT5G35732;AT5G57350;AT5G60580;
pericycle	KAN4	MYB46	16	838	451	0.351671	0.64355	1	1	AT1G67110;AT1G77760;AT2G33770;AT2G35290;AT2G37460;AT3G01420;AT3G19710;AT3G44820;AT3G51820;AT3G62700;AT4G37650;AT4G39950;AT5G04340;AT5G09530;AT5G35732;AT5G60580;
pericycle	KAN4	MYB46_2	12	777	451	0.671363	0.671363	1	1	AT1G73600;AT1G73660;AT2G33770;AT2G35290;AT3G29240;AT3G47510;AT3G51820;AT4G25434;AT5G04340;AT5G25620;AT5G54130;AT5G57350;
pericycle	KAN4	MYB52	12	864	451	0.799196	0.799196	1	1	AT1G18880;AT1G73660;AT2G33770;AT3G51820;AT4G25434;AT4G27970;AT4G39950;AT5G03610;AT5G35732;AT5G48480;AT5G57350;AT5G62770;
pericycle	KAN4	MYB52_2	17	759	451	0.151579	0.606318	1	1	AT1G18880;AT1G30840;AT1G73600;AT2G35290;AT3G01420;AT3G51820;AT3G53980;AT3G58990;AT3G62700;AT4G13290;AT4G37650;AT5G04340;AT5G09530;AT5G18170;AT5G56530;AT5G57350;AT5G62770;
pericycle	KAN4	MYB55	21	837	451	0.0499255	0.374753	1	1	AT1G11080;AT1G18880;AT1G19530;AT1G67080;AT1G73600;AT1G77760;AT2G35290;AT3G01420;AT3G14990;AT3G19710;AT3G44820;AT3G51820;AT3G58990;AT4G13290;AT4G25434;AT4G27830;AT4G37650;AT4G39950;AT5G04340;AT5G35732;AT5G60580;
pericycle	KAN4	MYB55_2	14	777	451	0.448827	0.64355	1	1	AT1G67080;AT1G67110;AT1G73600;AT1G73660;AT2G33770;AT2G35290;AT3G51820;AT3G61850;AT4G25434;AT4G27970;AT4G37650;AT5G04340;AT5G24660;AT5G60580;
pericycle	KAN4	MYB59	10	797	451	0.872615	0.872615	1	1	AT1G10380;AT1G67080;AT3G19710;AT3G44820;AT4G04040;AT4G13290;AT4G39950;AT5G35732;AT5G60580;AT5G62360;
pericycle	KAN4	MYC2	17	664	451	0.0625744	0.430089	1	1	AT1G11460;AT1G19530;AT1G72810;AT1G73660;AT1G77760;AT2G03090;AT2G33770;AT3G14990;AT3G19710;AT3G51820;AT4G13290;AT4G19810;AT4G22160;AT5G04370;AT5G37990;AT5G44350;AT5G62360;
pericycle	KAN4	MYC3	12	762	451	0.645324	0.645324	1	1	AT1G19530;AT1G72810;AT1G73660;AT2G03090;AT2G33770;AT3G14990;AT3G19710;AT3G51820;AT4G13290;AT4G22160;AT5G04370;AT5G37990;
pericycle	KAN4	MYC4	15	786	451	0.359113	0.64355	1	1	AT1G11460;AT1G19530;AT1G72810;AT1G73660;AT2G03090;AT2G33770;AT3G14990;AT3G19710;AT3G51820;AT4G13290;AT4G19810;AT4G22160;AT5G04370;AT5G44350;AT5G62360;
pericycle	KAN4	ORA47	15	822	451	0.425067	0.64355	1	1	AT1G19530;AT1G20823;AT1G33700;AT1G62710;AT2G35290;AT3G01210;AT3G53980;AT4G13235;AT4G13290;AT4G27830;AT4G39950;AT5G04340;AT5G09530;AT5G52310;AT5G62360;
pericycle	KAN4	ORA47_2	9	855	451	0.955933	0.955933	1	1	AT1G11450;AT1G19570;AT3G18280;AT4G13290;AT4G25434;AT4G27970;AT5G13080;AT5G54130;AT5G60580;
pericycle	KAN4	PIF3	14	876	451	0.629454	0.64355	1	1	AT1G11080;AT1G19570;AT1G73660;AT1G75540;AT3G14990;AT3G19710;AT3G29240;AT3G51820;AT3G53980;AT4G13290;AT4G25434;AT4G39950;AT5G04370;AT5G37990;
pericycle	KAN4	PIF4	12	757	451	0.636408	0.64355	1	1	AT1G72810;AT1G73660;AT2G03090;AT2G33770;AT3G14990;AT3G19710;AT3G51820;AT4G13290;AT4G22160;AT4G25434;AT5G04370;AT5G37990;
pericycle	KAN4	PIF5	11	809	451	0.812696	0.812696	1	1	AT1G73660;AT2G03090;AT2G33770;AT3G14990;AT3G19710;AT3G51820;AT3G53980;AT4G13290;AT4G22160;AT4G25434;AT4G39950;
pericycle	KAN4	RAP2.3	11	870	451	0.87638	0.87638	1	1	AT1G11450;AT1G19570;AT3G14990;AT3G18280;AT4G13290;AT4G25434;AT4G39675;AT5G04340;AT5G13080;AT5G54130;AT5G60580;
pericycle	KAN4	RAP2.3_2	13	822	451	0.642208	0.64355	1	1	AT1G19570;AT1G33700;AT3G18280;AT3G43790;AT3G51820;AT4G04040;AT4G13290;AT4G25434;AT4G39675;AT5G03610;AT5G04340;AT5G54130;AT5G60580;
pericycle	KAN4	RAP2.3_3ARY	12	792	451	0.696288	0.696288	1	1	AT1G19570;AT1G62710;AT1G77760;AT3G18280;AT3G51820;AT3G61850;AT4G13290;AT4G25434;AT4G27970;AT5G03610;AT5G04340;AT5G62360;
pericycle	KAN4	RAP2.6	10	806	451	0.880828	0.880828	1	1	AT1G11450;AT1G19570;AT3G18280;AT4G13290;AT4G27970;AT4G36710;AT4G39675;AT5G13080;AT5G54130;AT5G60580;
pericycle	KAN4	RAP2.6_2	13	865	451	0.711789	0.711789	1	1	AT1G33700;AT3G18280;AT3G43790;AT3G51820;AT4G04040;AT4G25434;AT4G27830;AT4G27970;AT4G39675;AT4G39950;AT5G03610;AT5G04340;AT5G54130;
pericycle	KAN4	RAP2.6_3ARY	10	799	451	0.874478	0.874478	1	1	AT1G33700;AT4G13290;AT4G27970;AT4G39675;AT4G39950;AT5G04340;AT5G04370;AT5G52310;AT5G54130;AT5G62360;
pericycle	KAN4	REM1	16	813	451	0.308732	0.64355	1	1	AT1G10380;AT1G20823;AT1G49470;AT1G64590;AT1G75540;AT2G33770;AT3G18280;AT3G19710;AT3G29240;AT4G27970;AT4G37650;AT4G39675;AT5G03610;AT5G37990;AT5G54130;AT5G62360;
pericycle	KAN4	REM1_2	16	847	451	0.367428	0.64355	1	1	AT1G11450;AT1G19530;AT1G62710;AT1G63720;AT1G73660;AT3G01420;AT3G14990;AT3G19710;AT3G21600;AT4G19810;AT5G04340;AT5G04370;AT5G09530;AT5G13080;AT5G49660;AT5G52310;
pericycle	KAN4	RRTF1	8	809	451	0.966634	0.966634	1	1	AT1G11450;AT1G19570;AT3G18280;AT4G25434;AT4G39675;AT5G13080;AT5G54130;AT5G60580;
pericycle	KAN4	RRTF1_2	12	810	451	0.724654	0.724654	1	1	AT1G19570;AT1G33700;AT3G14990;AT3G18280;AT3G43790;AT3G51820;AT4G13290;AT5G03610;AT5G18170;AT5G54130;AT5G60580;AT5G62770;
pericycle	KAN4	RRTF1_3ARY	9	828	451	0.944068	0.944068	1	1	AT1G19570;AT3G01210;AT3G14990;AT3G18280;AT4G13290;AT5G03610;AT5G54130;AT5G60580;AT5G62770;
pericycle	KAN4	RVE1	12	764	451	0.648858	0.648858	1	1	AT1G30360;AT1G63720;AT1G69850;AT3G01210;AT3G43790;AT4G04040;AT4G39950;AT5G13080;AT5G25620;AT5G27350;AT5G48480;AT5G62360;
pericycle	KAN4	RVE1_2	8	691	451	0.90319	0.90319	1	1	AT1G02640;AT1G22065;AT1G62710;AT2G37460;AT4G37650;AT5G09530;AT5G18170;AT5G62360;
pericycle	KAN4	SPL1	7	857	451	0.991173	0.991173	1	1	AT1G73660;AT2G37760;AT3G47510;AT4G25434;AT4G27970;AT5G03610;AT5G13080;
pericycle	KAN4	SPL1_2	8	764	451	0.949094	0.949094	1	1	AT1G72810;AT2G37760;AT4G13235;AT4G25434;AT4G27970;AT5G13080;AT5G18170;AT5G62770;
pericycle	KAN4	SPL7	14	820	451	0.52996	0.64355	1	1	AT1G11080;AT1G75540;AT2G24580;AT2G37460;AT3G14990;AT4G13235;AT4G25434;AT4G27970;AT4G39950;AT5G04370;AT5G13080;AT5G37990;AT5G48480;AT5G62770;
pericycle	KAN4	STY1	13	837	451	0.66744	0.66744	1	1	AT1G64590;AT1G72810;AT1G73600;AT1G74660;AT1G77760;AT2G37460;AT3G01210;AT3G29240;AT3G44820;AT3G47510;AT4G25434;AT5G10210;AT5G27690;
pericycle	KAN4	STY1_2	15	877	451	0.525665	0.64355	1	1	AT1G11080;AT1G11450;AT1G67110;AT1G69850;AT1G74660;AT1G77760;AT3G19710;AT3G62700;AT4G13290;AT4G25434;AT4G36710;AT4G39950;AT5G04340;AT5G27690;AT5G44350;
pericycle	KAN4	TCP15	15	782	451	0.351882	0.64355	1	1	AT1G10380;AT1G22065;AT1G33700;AT1G67080;AT1G77760;AT3G18280;AT3G47510;AT3G51820;AT4G25434;AT4G27970;AT4G36710;AT5G37990;AT5G52310;AT5G56530;AT5G62770;
pericycle	KAN4	TCP16	13	750	451	0.5095	0.64355	1	1	AT1G22065;AT1G64590;AT1G64700;AT1G77760;AT3G21600;AT3G29240;AT4G27970;AT4G36710;AT5G04340;AT5G24660;AT5G37990;AT5G56530;AT5G62770;
pericycle	KAN4	TCP23	14	787	451	0.467886	0.64355	1	1	AT1G10380;AT1G22065;AT1G33700;AT1G67080;AT1G77760;AT2G03090;AT3G18280;AT3G47510;AT3G51820;AT4G25434;AT4G27970;AT4G36710;AT5G37990;AT5G62770;
pericycle	KAN4	TGA2	22	883	451	0.0484707	0.374753	1	1	AT1G69850;AT1G73660;AT1G74660;AT2G37460;AT2G37760;AT3G01210;AT3G14990;AT3G21600;AT3G53980;AT3G58990;AT3G62700;AT4G25434;AT4G39675;AT5G04370;AT5G13080;AT5G18170;AT5G27350;AT5G48480;AT5G52310;AT5G57350;AT5G60580;AT5G62770;
pericycle	KAN4	TGA2_2	15	859	451	0.493075	0.64355	1	1	AT1G11080;AT1G19570;AT1G22065;AT3G01210;AT3G14990;AT3G29240;AT3G43790;AT3G58990;AT4G19810;AT4G25434;AT4G27970;AT4G39950;AT5G13080;AT5G27350;AT5G62770;
pericycle	KAN4	TOE1	10	787	451	0.862962	0.862962	1	1	AT1G02640;AT1G19530;AT1G33700;AT1G64700;AT3G62700;AT4G04040;AT4G25434;AT5G03610;AT5G04370;AT5G48480;
pericycle	KAN4	TOE1_2	13	776	451	0.559282	0.64355	1	1	AT1G11080;AT1G19530;AT1G19570;AT1G33700;AT2G33770;AT2G37760;AT3G01210;AT3G01420;AT3G58990;AT4G27970;AT5G04340;AT5G27690;AT5G49660;
pericycle	KAN4	TOE1_3ARY	12	768	451	0.655869	0.655869	1	1	AT1G20823;AT1G73660;AT1G77760;AT2G24580;AT2G33770;AT3G01420;AT3G29240;AT3G44820;AT4G39675;AT5G04340;AT5G09530;AT5G44350;
pericycle	KAN4	TOE2	9	769	451	0.908099	0.908099	1	1	AT1G02640;AT1G19530;AT1G33700;AT3G62700;AT4G04040;AT4G25434;AT5G03610;AT5G04370;AT5G48480;
pericycle	KAN4	TOE2_2	16	728	451	0.178293	0.618512	1	1	AT1G11080;AT1G19530;AT1G33700;AT2G33770;AT2G37760;AT3G01210;AT3G01420;AT3G58990;AT4G27970;AT5G03610;AT5G04340;AT5G10210;AT5G27690;AT5G37990;AT5G49660;AT5G57350;
pericycle	KAN4	TOE2_3ARY	15	842	451	0.461925	0.64355	1	1	AT1G19530;AT1G20823;AT1G69850;AT1G72810;AT1G77760;AT2G24580;AT2G33770;AT3G01420;AT3G19710;AT3G44820;AT5G04340;AT5G09530;AT5G54130;AT5G57350;AT5G60580;
pericycle	KAN4	WOX13	9	650	451	0.776966	0.776966	1	1	AT1G67080;AT1G67110;AT1G73660;AT3G62700;AT4G13290;AT4G19810;AT4G36710;AT5G03610;AT5G27350;
pericycle	KAN4	WOX13_2	11	864	451	0.871002	0.871002	1	1	AT1G30840;AT1G62710;AT1G73660;AT3G43790;AT4G39675;AT5G18170;AT5G24660;AT5G25620;AT5G44350;AT5G52310;AT5G62360;
pericycle	KAN4	WRKY12	10	824	451	0.895964	0.895964	1	1	AT1G18880;AT1G30840;AT2G33770;AT3G01210;AT3G18280;AT4G04040;AT4G27970;AT5G03610;AT5G35732;AT5G57350;
pericycle	KAN4	WRKY18	9	793	451	0.924593	0.924593	1	1	AT1G18880;AT1G20823;AT1G67080;AT4G04040;AT4G27970;AT4G39950;AT5G03610;AT5G35732;AT5G37990;
pericycle	KAN4	WRKY38	10	824	451	0.895964	0.895964	1	1	AT1G20823;AT1G30840;AT2G33770;AT3G01210;AT3G18280;AT4G04040;AT4G27970;AT5G03610;AT5G35732;AT5G57350;
pericycle	KAN4	WRKY45	8	837	451	0.974582	0.974582	1	1	AT1G30840;AT2G33770;AT3G01210;AT3G18280;AT4G27970;AT5G03610;AT5G35732;AT5G57350;
pericycle	KAN4	YAB1	11	718	451	0.677616	0.677616	1	1	AT1G20823;AT1G67110;AT2G03090;AT2G37460;AT3G01420;AT3G51820;AT3G61850;AT4G04040;AT4G13290;AT5G03610;AT5G57350;
pericycle	KAN4	YAB5	17	911	451	0.380226	0.64355	1	1	AT1G64590;AT1G73600;AT1G73660;AT1G74660;AT3G03270;AT3G18280;AT3G47510;AT4G04040;AT4G13290;AT4G19810;AT4G22160;AT4G39675;AT5G10210;AT5G48480;AT5G54130;AT5G56530;AT5G62770;
pericycle	KAN4	ZAT14	13	805	451	0.61247	0.64355	1	1	AT1G02640;AT1G19530;AT1G64590;AT1G67110;AT1G74660;AT2G03090;AT3G18280;AT3G21600;AT4G13235;AT4G19810;AT4G27970;AT5G03610;AT5G27690;
pericycle	KAN4	ZAT18	20	842	451	0.0841335	0.475586	1	1	AT1G11080;AT1G19530;AT1G62710;AT1G63720;AT1G64590;AT1G67110;AT1G69850;AT1G74660;AT2G03090;AT2G37760;AT3G01210;AT3G03270;AT3G18280;AT3G21600;AT3G51820;AT4G13235;AT4G19810;AT4G27970;AT5G03610;AT5G04340;
pericycle	KAN4	ZAT2	7	846	451	0.990035	0.990035	1	1	AT1G11080;AT1G67110;AT2G33770;AT4G25434;AT4G39950;AT5G18170;AT5G37990;
pericycle	KAN4	ZAT6	25	822	451	0.00390144	0.104628	1	1	AT1G11460;AT1G19570;AT1G20823;AT1G49470;AT1G64590;AT1G67080;AT1G67110;AT1G69850;AT1G72810;AT2G24580;AT2G35290;AT2G37460;AT3G14990;AT3G44820;AT3G47510;AT3G53980;AT4G27970;AT5G03610;AT5G04370;AT5G09530;AT5G35732;AT5G37990;AT5G54130;AT5G56530;AT5G62360;
pericycle	KAN4_2	LBD16	10	826	451	0.897544	0.897544	1	1	AT1G73660;AT2G24940;AT2G28780;AT2G38390;AT2G47400;AT3G63110;AT4G36410;AT5G43380;AT5G54130;AT5G62770;
pericycle	KAN4_2	MYB111	21	828	451	0.0454925	0.36394	1	1	AT1G12200;AT1G18880;AT1G21140;AT1G23800;AT1G44800;AT1G61820;AT1G64610;AT2G18560;AT2G26170;AT2G29660;AT2G30540;AT2G38390;AT3G62040;AT4G37650;AT4G37790;AT4G39950;AT5G04340;AT5G16720;AT5G43380;AT5G60580;AT5G65660;
pericycle	KAN4_2	MYB111_2	15	826	451	0.432443	0.64355	1	1	AT2G26170;AT2G29660;AT2G30540;AT2G39220;AT3G10910;AT3G47620;AT3G53980;AT3G62040;AT4G37650;AT4G37790;AT4G39950;AT5G16720;AT5G43380;AT5G60580;AT5G65660;
pericycle	KAN4_2	MYB46	22	800	451	0.0191084	0.243223	1	1	AT1G12200;AT1G18880;AT1G21140;AT1G23800;AT1G44800;AT1G61820;AT1G64610;AT2G18560;AT2G26170;AT2G29660;AT2G30540;AT2G37460;AT2G38390;AT3G53980;AT3G62040;AT4G37650;AT4G37790;AT5G04340;AT5G16720;AT5G43380;AT5G60580;AT5G65660;
pericycle	KAN4_2	MYB46_2	23	784	451	0.00833785	0.154438	1	1	AT1G21100;AT1G31050;AT1G64610;AT1G73660;AT1G78120;AT2G26170;AT2G38390;AT2G39510;AT2G43910;AT3G01210;AT3G10910;AT3G47510;AT3G61210;AT3G62040;AT4G28400;AT4G35160;AT4G37790;AT4G39675;AT5G04340;AT5G16720;AT5G25620;AT5G54130;AT5G54660;
pericycle	KAN4_2	MYB52	14	808	451	0.507584	0.64355	1	1	AT1G18880;AT1G21100;AT1G64610;AT1G73660;AT1G78120;AT2G45760;AT3G60490;AT3G62040;AT4G27970;AT4G39950;AT5G03610;AT5G43380;AT5G48480;AT5G62770;
pericycle	KAN4_2	MYB52_2	19	803	451	0.0930736	0.475586	1	1	AT1G18880;AT1G21140;AT1G31050;AT1G78120;AT2G01950;AT2G26170;AT2G47400;AT3G01210;AT3G53980;AT3G60490;AT3G62040;AT4G27970;AT4G35160;AT4G37650;AT4G39675;AT5G04340;AT5G43380;AT5G56530;AT5G62770;
pericycle	KAN4_2	MYB55	17	843	451	0.268162	0.64355	1	1	AT1G11080;AT1G18880;AT1G21100;AT1G21140;AT1G64610;AT2G18560;AT2G26170;AT3G53980;AT3G60490;AT3G62040;AT4G35160;AT4G37650;AT4G37790;AT4G39950;AT5G04340;AT5G43380;AT5G60580;
pericycle	KAN4_2	MYB55_2	24	821	451	0.00743539	0.145335	1	1	AT1G31050;AT1G64610;AT1G73660;AT2G16400;AT2G26170;AT2G29660;AT2G38390;AT2G39220;AT2G39510;AT3G10910;AT3G23250;AT3G47620;AT3G54720;AT3G61850;AT3G62040;AT4G27970;AT4G35160;AT4G37650;AT4G37790;AT5G04340;AT5G16720;AT5G24660;AT5G54660;AT5G60580;
pericycle	KAN4_2	MYB59	16	762	451	0.226879	0.64355	1	1	AT1G10380;AT1G12200;AT1G21100;AT1G21140;AT1G61820;AT1G64610;AT2G18560;AT2G26170;AT2G29060;AT2G29660;AT2G38390;AT3G62040;AT4G36410;AT5G16720;AT5G43380;AT5G60580;
pericycle	KAN4_2	MYC2	14	728	451	0.35566	0.64355	1	1	AT1G44800;AT1G61820;AT1G62710;AT1G63720;AT1G73660;AT2G18196;AT2G29660;AT2G40900;AT2G45760;AT3G21600;AT4G35160;AT5G04370;AT5G13740;AT5G14880;
pericycle	KAN4_2	MYC3	13	761	451	0.53076	0.64355	1	1	AT1G44800;AT1G62710;AT1G63720;AT1G73660;AT2G18196;AT2G29660;AT2G40900;AT2G45760;AT3G21600;AT4G37790;AT5G04370;AT5G13740;AT5G14880;
pericycle	KAN4_2	MYC4	16	789	451	0.26907	0.64355	1	1	AT1G44800;AT1G61820;AT1G62710;AT1G63720;AT1G73660;AT2G18196;AT2G29660;AT2G38390;AT2G40900;AT2G43910;AT2G45760;AT3G21600;AT4G35160;AT5G04370;AT5G13740;AT5G14880;
